Titulo,Reclamação,Status,Data,Localidade
"Oi oferece plano de R$ 49,90 e cobra R$ 164,90 ( PROPAGANDA ENGANOSA)"," Por meio de whatsapp, contratei um plano de internet pelo qual pagaria mensalmente o valor de R$ 49,90.A oferta ... ",Não respondida,15/11/2019, Brasília 
Oi fibra.," Pela nona vez vendem o pacote mediante cadastro, marcamos, mas um técnico específico não vem instalar. Não há nenhum c... ",Não respondida,15/11/2019, Brasília 
troca de chip gratuita que esta sendo cobrada, recebi mensagem da oi para trocar meu chip que é muito antigo por um 4g gratuito chego a loja da oi onde moro e o aten... ,Não respondida,15/11/2019, Guarujá 
Suspensão sem aviso, ADQUIRIR UMA OI SENDO ELES ERA LIVRE MAS FIZERAM O CANCELAMENTO DEPOIS DE 5 ANOS SEM AVISAR  ISSO É  UMA FALTA DE RESP... ,Não respondida,15/11/2019, Itabuna 
A Internet de péssima qualidade, A Internet não funciona bem os mega prometido nunca funciona .A Internet não funciona no fim semana e muito ruim mesmo... ,Não respondida,15/11/2019, Contagem 
Dificuldade de Migração de telefone fixo para Voip  fibra," Sou  cliente dessa operadora, migrei recentemente o meu plano de Internet e de  TV por satélite  para o sistema de fib... ",Não respondida,15/11/2019, São Leopoldo 
Dívida que não e minha.," Bom fui o ver o que devia no SPC Serasa e me deparei com uma dívida que não é minha ,pois quero um posicionamento da e... ",Não respondida,15/11/2019, Osasco 
"Numero não recebe, não faz ligações e não acessa internet"," Desde do dia 12 nov de 2019 a linha não funciona, é um plano empresarial, já abri vários protocolos reclamando e ningu... ",Não respondida,15/11/2019, São José dos Campos 
paguei por uma divida que não é minha e mesmo assim sem dever nada a oi, paguei um debito que a oi alega ser meu mesmo eu ja não sendo cliente desde 2015 alega uma fatura de 2017 onde a mesma... ,Não respondida,15/11/2019, Rio de Janeiro 
"Não fizeram o meu cancelamento dentro do prazo de 7 dias sem cobrança de multa conforme solicitado por mim. Fui humilhada dentro da loja, e a supervisora tentou me prejudicar no meu local de trabalho !!!", Fui até a loja da Oi Del Rey no dia 04/10/2019 em busca de um plano sem fidelidade que me atendia pois a minha promoçã... ,Não respondida,15/11/2019, Vespasiano 
Cobrança indevida," Meu nome foi incluído no Serasa indevidamente. Por uma dívida de um plano, mas eu nuca fui criente controle da oi ,sem... ",Não respondida,15/11/2019, Timóteo 
Fiz pedido de instalação. E ate hoje. O tecnico não apareceu, Bom dia Fiz pedido da oi fibra A mais de uma semana .e o tecnico. Nao apareceu. Para fazer.a instalação ... ,Não respondida,15/11/2019, São Pedro da Aldeia 
Péssima qualidade da internet uma falta de respeito!!!!!, sou cliente da NET a muitos anos e percebo que desde que a Claro tomou o lugar venho enfrentando problemas na internet... ,Não respondida,30/10/2019, Campinas 
Nao retiram o equipamento e me ligam varias vezes.," Eu tinha a internet da Net na casa da minha mãe por mais de anos, que por infelicidade virou Claro.Minha mae se ... ",Não respondida,30/10/2019, Osasco 
desejo cancelar meu plano controle, estou com dificuldades em pagar minha contadesejo cancelar meu plano controle ,Não respondida,30/10/2019, Fortaleza 
Empresa desorganizada, Comprei um aparelho pela Claro online há mais de 15 dias e até agora nem a NF eles mandaram.Desorganização e mau... ,Não respondida,30/10/2019, São Paulo 
BLOQUEIO DE CONTA, Sou portadora do plano controle da Claro e mês passado troquei a forma de pagamento da fatura para Débito Automático p... ,Não respondida,30/10/2019, Fortaleza 
Mal atendimento sendo que o erro era da claro," Sou cliente da Claro mais de 10 anos e tem 6 meses que eu tô com um plano novo do Claro controle , e quando fui contra... ",Não respondida,30/10/2019, Ferraz de Vasconcelos 
INDIGNAÇÃO," Teresópolis, RJ, 30 de outubro de 2019.REFERENTE COBRANÇA INDEVIDA DA CLARO.Estou há dias sem poder fazer ... ",Não respondida,30/10/2019, Teresópolis 
Acordo feito pelo reclamaqui e não cumprido, Foi feito um acordo no site do reclamaqui (ID: 39751685) e não foi cumprido pelo prestador de serviço. Estou recebendo... ,Não respondida,30/10/2019, Brasília 
Cancelamento de Plano," Entrei em contato com a CLARO nesta data, por telefone (Protocolo 2019862059408), falei com o atendente e solicitei o ... ",Não respondida,30/10/2019, Campo Grande 
Qualidade da internet," Prezados boa noite, Venho através deste canal para informar que tenho interesse na portabilidade da operad... ",Não respondida,30/10/2019, São Paulo 
Vendedores enganam os clientes," Contratei um plano da Claro controle play+4gb em abril de 2019 , a vendedora me informou que somente a primeira parcel... ",Não respondida,30/10/2019, Osasco 
"Serviço contratado, mas impossibilitado de usar."," Fiz um plano combo da claro englobando celular, tv, internet e fixo. O pagamento é feito via débito em conta e já foi ... ",Não respondida,30/10/2019, Fortaleza 
Cobrança," Recebi uma carta de cobrança  da claro e no Serasa estou com uma dívida de 29,90 desde 2017 só eu não  tenho telefone ... ",Não respondida,30/10/2019, Rio de Janeiro 
Conta mensal vem sempre errada, Todos os meses minha conta da claro vem errada a mais do que foi fechado no plano.  Todos os meses eu ligo pedindo que... ,Não respondida,30/10/2019, São Paulo 
Ameaçam bloquear saldo do celular antes de vencer," Todo mês tenho recebido AMEAÇA [Editado pelo Reclame Aqui] de bloquear o saldo de meu celular, dias antes do mesmo ven... ",Não respondida,30/10/2019, São Paulo 
Mensagem deixa recado na secretária eletrônica," Este número  017 21377100 Claro não para de ligar, bloqueei ele, mas todo dia deixam mensagem na secretária eletrônica... ",Não respondida,30/10/2019, São Paulo 
O plano eh 4g mas só fica disponível 3g.," Apesar da cidade ter cobertura e de outras pessoas que tem mesmo plano que o meu ter o sinal 4g, na minha linha não fi... ",Não respondida,30/10/2019, Garça 
Excesso de ligações, Recebo durante todo o dia em todos os horários várias ligações para venda ou mudança de plano. Atrapalha meu dia a dia... ,Não respondida,30/10/2019, Nova Iguaçu 
Contratei mas não instalaram, Me mudei para um apartamento em que o ultimo proprietário não regularizou sua situação por completo e por causa disso ... ,Não respondida,30/10/2019, Belo Horizonte 
Não consigo efetuar ligações para a maioria doa numeros," Fiz a troca do meu chip por solicitação da claro, e após a mudança não consigo efetuar ligação para vários numeros.. j... ",Não respondida,30/10/2019, Niterói 
ERRO NA RECARGA E MESMO ASSIM FOI COBRADO O VALOR," Boa tarde, hoje tentei fazer uma recarga com o cartão de crédito como de costume, recebi um sms que tinha dado erro na... ",Não respondida,30/10/2019, Ipatinga 
Oferecem serviço e depois cancelam, No mês 10 vinha recebendo diversas ligações da NET/ CLARO oferecendo internet e telefonia para minha casa. Mesmo eles ... ,Não respondida,30/10/2019, Taboão da Serra 
Cancelamento e bloqueio indevido !," Eu já tenho um plano controle na claro a muitos anos, então contratei Tv e internet para minha casa e a claro cancelou... ",Não respondida,30/10/2019, Brasília 
Cobrança indevida de aplicativos, Venho aqui expor minha insatisfação com a claro.Veio esse mês na minha fatura cobranças indevidas de 2 aplicativ... ,Não respondida,30/10/2019, Osasco 
Credit cash, Tenho celular controle e estava com 2 faturas atrasadas. Mês 08 e 09. No dia 13/09 recebi uma mensagem da empresa cred... ,Não respondida,30/10/2019, Pontal 
"Solicito cancelamento de serviços, fazem oferta com valor de promoção e nãp cumprem nada."," Realizei dia 16-10-2019 ligação para solicitação de cancelamento de pacote de TV e telefone, e manter o pacote de inte... ",Não respondida,30/10/2019, Porto Alegre 
Ligação com grosseria e ataques, Contratei o serviço da Net  que hoje também é Claro. Hoje após a equipe de instalação vir em minha casa e instalar fui... ,Não respondida,30/10/2019, Olinda 
Cobrança de aplicativos digitais," O meu plano contratado é Claro controle R$ 50Após segundo mês, estão sendo cobrados dois serviços adiciona... ",Não respondida,30/10/2019, São Paulo 
Recebi um chip sem solicitar.," Tive o meu número suspenso e descobri que a Claro tinha realizado uma portabilidade sem ser solicitada, logo depois re... ",Não respondida,30/10/2019, Rio de Janeiro 
Pedi portabilidade para Claro a 30 dias e ainda estou com numero provisorio," Informo que preciso de ajuda.Pedi portabilidade da Vivo para a Claro no começo do mês de Outubro/2019, hoje 30/1... ",Não respondida,30/10/2019, Porto Alegre 
desrespeito do atendimento do representante comercial," Entrei no Site da Claro empresas para comprar um pacote de internet, no chat foi trocando de atendente por 3 vezes, na... ",Não respondida,30/10/2019, Curitiba 
Valor do Contrato não respeitado," Prezados,Não veio a correção conforme informado no email do protocolo  6031924819408 (estorno de 20 ... ",Não respondida,30/10/2019, São José 
Estou com crédito e devendo ao mesmo tempo..., O mês de setembro por estar viajando acabei não pagando a mensalidade da Claro então no mês de outubro efetuei o pagam... ,Não respondida,30/10/2019, Guarujá 
CLARO NET não envia dados ao Consumidor Positivo (SPC/SERASA) conforme a lei 166/2019 determina.," Empresa não enviou meu dados para o cadastro positivo, conforme a lei 166/2019 sancionada em Abril deste ano. ... ",Não respondida,30/10/2019, Barueri 
Cancelamento por óbito do titular," Estou indignada com a Claro/Celular, minha irmã faleceu em 27/07/2019, tentei cancelar a linha celular dela, paguei o ... ",Não respondida,30/10/2019, São Paulo 
"Pessoas me ligam dizendo quê estão retornando ligações que eu fiz, porém eu não fiz tais ligações."," Já liguei para a Claro e passei alguns números que me ligaram, a Claro verificou no histórico e não consta que eu ligu... ",Não respondida,30/10/2019, Sorriso 
Cobrança por um serviço que eu nunca contratei, Sou cliente Claro TV ha anos e de uns 4 meses pra cá eles simplesmente pararam de enviar a fatura de cobrança e quando... ,Não respondida,30/10/2019, Mauá 
Valores," Assim como a net que são as mesmas, fiz um plano de celular e fui informada de um valor e agora estou sendo cobrada de... ",Não respondida,30/10/2019, São Paulo 
Ligações constantes cobrança indevida," Boa tarde !Tenho recebido ligações constante ,quando o computador pede para me identificar não sendo eu a pessoa... ",Não respondida,30/10/2019, São Paulo 
ligações insistentes diariamente," Exatamente como está acontecendo com outra operadora, a qual acabei de fazer uma reclamação, vou apenas copiar o mesmo... ",Não respondida,30/10/2019, Florianópolis 
Telefone com problema," Tenho uma linha fixa móvel da Claro e o aparelho foi fornecido pela propria operadora, o aparelho está desligando sozi... ",Não respondida,30/10/2019, Guarulhos 
ABSOLUTAMENTE TUDO," Bem, tenho assinatura da Net/Claro há aproximadamente 6 anos. E nesse período, não foram poucas as reclamações, inclus... ",Não respondida,30/10/2019, São Paulo 
Cobrança Indevida, Fiz a portabilidade da operadora claro para a Oi. Tudo ocorreu normalmente. Isso já tem mais que 10 meses.... ,Não respondida,30/10/2019, São Paulo 
NUNCA TIVE CELULAR DA CLARO, NUNCA TIVE CELULAR DA CLARO e estão me cobrando e tentando fazer acordo de uma dívida. Tem até número de contrato send... ,Não respondida,30/10/2019, Patos de Minas 
Adesão permanente à promoção do prezao," Após adquirir uma linha pré-paga, solicitei adesão à promoção do prezao 1.99 ao dia. Porém, alguns dias depois desisti... ",Não respondida,30/10/2019, Americana 
informação errada na hora da venda do plano," ENTÃO VENDEDORA DA CLARO ME LIGOU ME VEDENDO UM PLANO DE 29,99 E PASSOU PRA MIM QUE SE FOSSE COBRADO NO DEBITO AOUTOMA... ",Não respondida,30/10/2019,Não identificado
Não cumpre com o que promete," Vou começar pelo resumo da reclamação:- Quando a empresa Claro ligar para vc, certifique-se que não é somente um... ",Não respondida,30/10/2019, Caxias do Sul 
Não usei o pacote e deu 100%," Eu tenho o plano prezão semanal R$9,99 sempre dura uma semana, mesmo eu usando diversos aplicativos, ontem foi o dia d... ",Não respondida,30/10/2019, São Paulo 
Restrição, Tenho uma restrição no meu nome pela empresa claro e não possuo nenhum produto ,Não respondida,30/10/2019, Araras 
RIDÍCULA O ATENDIMENTO E SOLUÇÃO DE PROBLEMAS FINANCEIROS," Olá!Estou aqui, entre inúmeras pessoas e clientes que tenho absoluta certeza que a maioria já passou, está... ",Não respondida,30/10/2019, Barueri 
Na loja promete um Valor mas na fatura é outro," Tenho dois numeros em meu CPF, as duas recebo a fatura por email, uma delas para R$ 49,99 a outra estão me cobrando R$... ",Não respondida,01/11/2019, Porto Alegre 
Telemarketing enchendo o saco," Boa tarde, Um telemarketing doNet/Claro,  através do telefone 04121074530, me liga insistentemente procurando um... ",Não respondida,01/11/2019, Coronel Fabriciano 
Cobrança indevida 0300," Minha conta veio com uma cobrança de 30 reais em ligações com o prefixo 0300. Meu plano é de ligações ilimitadas, inde... ",Não respondida,01/11/2019, São Paulo 
Net/Claro Surreal," Desculpem, mas é uma longa história: meus problemas começaram há mais de 3 meses, quando solicitei a suspensão de todo... ",Não respondida,01/11/2019, Rio de Janeiro 
TROCA DE TITULARIDADE E TRANSFERENCIA DE CREDITOS SEM MINHA PERMISSÃO, Mais uma vez em menos de 6 meses estou diante do mesmo problema com a operadora claro.Entrei em contato co... ,Não respondida,01/11/2019, São Paulo 
"Minha linha claro foi cancelada, peço que a claro possa resolver essa situação."," Tenho chip claro há mais de 5 anos e notei que  minha linha foi cancelada! Tento resolver e nada, peço que por favor a... ",Não respondida,01/11/2019, Junqueiro 
"Negociei novos valores do meu plano (para baixar o valor da fatura),... mas a empresa SEGUE COBRANDO VALORES antes da minha solicitação"," em set/19 negociei novos valores e seguem cobrando valores anteriores, mesmo após terem confirmado a troca ",Não respondida,01/11/2019, Porto Alegre 
péssima empresa péssimo serviço péssima qualidade," a empresa não responde as pessoas nem em ligações para resolução de problemas nem aqui através do reclame aqui, descas... ",Não respondida,01/11/2019, Rio de Janeiro 
Claro prometeu o que não pode cumprir, Fui contactado boa TELEFONE por um vendedor da Claro oferecendo um bom plano para portabilidade do meu número Vivo. No... ,Não respondida,01/11/2019, Formiga 
cobrando o que não deviam," eu ja tive  um plano pos com a claro e paguei tudo o que devia, fiz um acordo e paguei a vista quase 500 reais e para ... ",Não respondida,01/11/2019, Jundiaí 
Na loja promete um Valor mas na fatura é outro," Tenho dois numeros em meu CPF, as duas recebo a fatura por email, uma delas para R$ 49,99 a outra estão me cobrando R$... ",Não respondida,01/11/2019, Porto Alegre 
Telemarketing enchendo o saco," Boa tarde, Um telemarketing doNet/Claro,  através do telefone 04121074530, me liga insistentemente procurando um... ",Não respondida,01/11/2019, Coronel Fabriciano 
Cobrança indevida 0300," Minha conta veio com uma cobrança de 30 reais em ligações com o prefixo 0300. Meu plano é de ligações ilimitadas, inde... ",Não respondida,01/11/2019, São Paulo 
Net/Claro Surreal," Desculpem, mas é uma longa história: meus problemas começaram há mais de 3 meses, quando solicitei a suspensão de todo... ",Não respondida,01/11/2019, Rio de Janeiro 
TROCA DE TITULARIDADE E TRANSFERENCIA DE CREDITOS SEM MINHA PERMISSÃO, Mais uma vez em menos de 6 meses estou diante do mesmo problema com a operadora claro.Entrei em contato co... ,Não respondida,01/11/2019, São Paulo 
"Minha linha claro foi cancelada, peço que a claro possa resolver essa situação."," Tenho chip claro há mais de 5 anos e notei que  minha linha foi cancelada! Tento resolver e nada, peço que por favor a... ",Não respondida,01/11/2019, Junqueiro 
"Negociei novos valores do meu plano (para baixar o valor da fatura),... mas a empresa SEGUE COBRANDO VALORES antes da minha solicitação"," em set/19 negociei novos valores e seguem cobrando valores anteriores, mesmo após terem confirmado a troca ",Não respondida,01/11/2019, Porto Alegre 
péssima empresa péssimo serviço péssima qualidade," a empresa não responde as pessoas nem em ligações para resolução de problemas nem aqui através do reclame aqui, descas... ",Não respondida,01/11/2019, Rio de Janeiro 
Claro prometeu o que não pode cumprir, Fui contactado boa TELEFONE por um vendedor da Claro oferecendo um bom plano para portabilidade do meu número Vivo. No... ,Não respondida,01/11/2019, Formiga 
cobrando o que não deviam," eu ja tive  um plano pos com a claro e paguei tudo o que devia, fiz um acordo e paguei a vista quase 500 reais e para ... ",Não respondida,01/11/2019, Jundiaí 
Contratando a claro banda larga com direito ao NOW grátis ," Meu pai fez a assinatura da claro banda larga fibra ótica, e na propaganda no site, informar ter direito a todo conteú... ",Não respondida,01/11/2019, Rio de Janeiro 
Caixa postal," Tudo começou ontem quando resolvemos assinar o claro controle, estava tudo certo até perceber que haviam reativado o s... ",Não respondida,01/11/2019, Queimados 
[Editado pelo Reclame Aqui]/Falha na portabilidade, Eu tenho um número de celular desde antes da inclusão do 9 na frente do número. Desde sempre foi da operadora Tim. Sou... ,Não respondida,01/11/2019, São Paulo 
cobrança indevida e assedio a idoso," eu estava sem nada de debito ate em julho a net me enviar uma cobranca de 403 reais,acontece que nao havia debitos ant... ",Não respondida,01/11/2019, Rio de Janeiro 
Cobrança duplicada," Contratei combo multi da claro com a net esse ano para 4 linhas, porém eles colocaram 6 linhas ativas, 2 linhas que nu... ",Não respondida,01/11/2019, Rio de Janeiro 
Cancelamento não efetuado na loja Claro (Cobrança Indevida)," Minha avó Francisca Marinho, de 88 anos, comprou um plano junto com a claro no dia 04 de Outubro no valor de R$ 54,89,... ",Não respondida,31/10/2019, Santo André 
Chip defeituoso sem garantia," A duas semanas fui a loja claro grand plaza shopping de santo andré sp, fazer a portabilidade, colocaram um chip que a... ",Não respondida,31/10/2019, Santo André 
Propaganda enganosa," Status:  Não respondida Não RespondidaVerificando um anúncio no face, solicitei informações do serviço de internet par... ",Não respondida,31/10/2019, Osasco 
[Editado pelo Reclame Aqui]m através de informações não repassadas," Realizei a assinatura do plano de 120 megas da net claro, no mês de julho de 2019, no valor de 99,00 reais, com fideli... ",Não respondida,31/10/2019, Teresina 
A Claro não se responsabiliza por celular  com defeito vendido por eles mesmos.," Fiz a compra de um Iphone 11 no dia 29/10/2019 na loja própria da Claro ( situada no Shopping Patio Paulista, São Paul... ",Não respondida,31/10/2019, São Paulo 
Conta indevida," Solicitei uma portabilidade para claro no dia 12/10, para um plano controle de 54,90$, quando foi no dia 29/10 já rece... ",Não respondida,31/10/2019, Mogi das Cruzes 
Chip bloqueado, Recentemente meu número claro foi bloqueado. Fui à Agenica da Claro e o atendente me disse que não é mais possível rec... ,Não respondida,31/10/2019, União da Vitória 
Clonagem do whatsapp, Hoje às 14 horas tive meu whatsapp clonado e começaram a pedir dinheiro aos meus contatos. De imediato entrei em conta... ,Não respondida,31/10/2019, Recife 
"Efetuaram o corte da minha linha indevidamente, alegando que separaram meu combo e que por isso eu tenho uma conta pendente desde o mês de julho", Efetuaram o cancelamento da minha linha alegando que por eu ter reclamado do valor indevido De minha conta do mês de j... ,Não respondida,31/10/2019, Santo André 
Desconhecimento de dívida," Quero com urgência receber provas de que eu adquiri uma linha de celular com essa Claro pois, no Serasa consta um débi... ",Não respondida,31/10/2019, São Paulo 
Gera Fidelidade sem avisar," Fiz um plano online pela Claro, de menos de 40,00 para poder utilizar os serviços. Utilizei antes de ir viajar e depoi... ",Não respondida,31/10/2019, Belo Horizonte 
Cancelei paguei e estao cobrando," Fiz a utilizacao do plano por 2 meses pois o chip era da minha filha,liguei na claro nao consegui falar  mas consegui ... ",Não respondida,31/10/2019, São Paulo 
Portabilidade -," Realizei a portabilidade para a claro, onde o processo foi concluído no dia 25-10-2019 e até o presente momento não co... ",Não respondida,31/10/2019, Itajaí 
Estava funcionando mas agora não esta mais ...," O pior é o cliente entrar em contato com a empresa, relatar tudo o que esta ocorrendo e a empresa nem se manifestar mo... ",Não respondida,31/10/2019, Belo Horizonte 
Descaso com o cliente," Tenho a conta da claro tv já alguns anos, sempre paguei em dia. Faz dois meses que troquei minha conta corrente e esqu... ",Não respondida,31/10/2019, Ribeirão Pires 
Vergonha e desrespeito," Fizemos a maior besteira aqui em casa: pelo fato da Net ter mudado pra Claro, resolvemos mudar o plano dos nossos celu... ",Não respondida,31/10/2019, São José 
pagamento em dulpicidade e corte," paguei a fatura de setembro em duplicidade, a claro achou por bem debitar minha fatura de novembro que nem venceu e de... ",Não respondida,31/10/2019, Franca 
Bloqueio de internet e descaso com cliente, Entrei em contato porque atingi o meu limite de internet pela primeira vez e a minha internet foi cortada. Expliquei q... ,Não respondida,31/10/2019, Rio de Janeiro 
Alteração do plano sem autorização, Quando fez a migração da Net para claro ele juntaram minha fatura da claro com da Net foi resolvido. Agora eu recebi a... ,Não respondida,31/10/2019, Campinas 
Claro fixo, Fiz um acordo pelo Serasa o qual foi pago a dívida no  dia 16 de setembro de 2019 as 16:14:36 contrato de número 01101... ,Não respondida,31/10/2019, Brasília 
Cobrança indevida, Estou há várias semanas por meio de vários protocolos de atendimento receber o boleto com o valor correto do serviço q... ,Não respondida,31/10/2019, Porto Alegre 
Informações , Muito chateada com essa empresa CLARO NET na quarta eles me ligaram oferecem o combo de net pra instalar e ofereci meu... ,Não respondida,31/10/2019, São Paulo 
"Fui engando, [Editado pelo Reclame Aqui]!!!!"," A uns dois meses atrás ou três, não me recordo com exatidão, fui em uma loja da Claro para adicionar uma linha de tele... ",Não respondida,31/10/2019, São Paulo 
Falta de transparência com o cliente, Fiz uma reclamação no dia 23/10 que o valor das 3 contas em meu CPF dobraram de valor.A resposta foi: ... ,Não respondida,31/10/2019, Goiânia 
liberação de sinal de rede," Este mês cometi o equivoco de pagar a conta do celular errado, fiz o pagamento de novembro adiantado no lugar da de ou... ",Não respondida,31/10/2019, Itaquaquecetuba 
Ligação para INSS (135) não inclusa no plano da Claro," Assino o plano controle da claro, por 39.90 ao mês, e fiquei surpreso ao tentar ligar para o INSS (135) e descobrir qu... ",Não respondida,11/11/2019, Campinas 
credito, fiz uma recarga em um telefone pelo cartao de credito no valor  de 13 00 reais e venho na minha conta mais 13 00 reais... ,Não respondida,11/11/2019, Santo André 
Chip bloqueado," Eu ja fiz outra reclamação e não me respondem , eu atrasei o pagamento e bloquearam meu número, eu to cansada de ficar... ",Não respondida,11/11/2019, Caieiras 
Falha de ligação, Estou há três semanas tendo problemas com ligações a realizar do meu IPhone!Então por orientação de fórum eu res... ,Não respondida,11/11/2019, Rio de Janeiro 
Paguei minha dívida e agora ainda tem fatura Aberto!," Estava devendo a claro, paguei para retirar meu nome do Serasa, mais antes de realizar o pagamento liguei na central 1... ",Não respondida,11/11/2019, São Paulo 
Cobranças indevidas, No dia 15 de outubro fiz a portabilidade da TIM para a Claro. Neste mês de novembro recebi a fatura equivalente ao per... ,Não respondida,11/11/2019, São Paulo 
Mudança de plano sem autorização," No mês de outubro de 2019 recebi uma ligação da Net, me oferecendo os produtos de TV, internet e telefone fixo ilimita... ",Não respondida,11/11/2019, Santo André 
COBRANÇA INDEVIDA," Bom dia, em dezembro de 2018, solicitei adesão ao Plano pós pago da Claro, mas cancelei o contrato antes de ativar o c... ",Não respondida,11/11/2019, Resende 
Magazine Luiza + Claro + Vendedora que troca o numero do CPF para não cancelar o Plano com venda casada.," Tenho um cartão de crédito todos sócios aqui na empresa usam, e nunca tivemos nenhum problema, sempre sendo todos tran... ",Não respondida,11/11/2019, Ribeirão Preto 
entrega atrasada," Solicitei uma instalação de telefonia fixa no dia 07/11, e foi agendada a instalação para hoje (11/11) pela manhã, por... ",Não respondida,11/11/2019, Salvador 
"Se você pensa em aderir ao Claro Flex, leia isso"," Estou tentando há dias aderir ao plano ""Claro Flex"", mas após inserir os dados do cartão e clicar em ""P... ",Não respondida,11/11/2019, Goiânia 
Assistência péssima.," Sexta feira, 8/11, quando finalmente, após 1 hora tentando, consegui falar com algum atendente, solicitei a solução de... ",Não respondida,11/11/2019, Curitiba 
Nao consigo cancelar a conta de celular Claro, Estou tentando de cancelar a conta de celular Claro faz 4 meses e nao consigo. Inclusive cancelei na Minha Claro 3 vez... ,Não respondida,11/11/2019, São Paulo 
HORRÍVEL!!!," Pago o plano, descontado direto na minha conta, pra ñ funcionar a internet. Arrependimento total, não aconselho ao pio... ",Não respondida,11/11/2019, Macaé 
Problemas com cadastro da Minha Claro," Tento cadastrar em Minha Claro , mas não consigo. Preencho todos os campos e quando clico em ""cadastrar"" dá ... ",Não respondida,11/11/2019, Goiânia 
"Empresa [Editado pelo Reclame Aqui] mal carater, vou entrar com ação no procon", cancelei a tv por assinatura claro do numero de assinante na claro 021.002841468 em março conforme o email anexo que r... ,Não respondida,11/11/2019, São Paulo 
apenas um numero no plano controle," sou assinante do combo da netclaro, porem o valor dos serviços moveis tiveram aumento recentemente, entrei em contato ... ",Não respondida,11/11/2019, Belo Horizonte 
Assinatura, Pois contratei um serviço da claro promoção meu celular pra que de 34 e 90 com ligações ilimitada e plano de net pro m... ,Não respondida,11/11/2019, Escada 
Ligações insistentes e diárias da claro tv, Eu recebo varias ligações todos os dias de uma pesquisa de satisfação da claro. Me questionam o motivo de eu ter cance... ,Não respondida,11/11/2019, São Paulo 
PORTABILIDADE," Bom dia.Solicitei a portabilidade da minha linha de celular e do meu filho, como meu dependente para claro. A mi... ",Não respondida,11/11/2019, Porto Alegre 
Alerta Chip Luiza - Claro, Comprei dois chips da Claro e todo santo dia recebo umas 2 vezes notificação do Chip Luiza em cada numero. Pior ele ac... ,Não respondida,11/11/2019, São Paulo 
COBRANÇA INDEVIDA," FIZ UM PLANO DO CONTROLE FACIL DA CLARO, AGORA MESES DEPOIS QUERO CANCELAR E NESSE MÊS JÁ FOI DEBITADO DO MEU CARTÃO U... ",Não respondida,11/11/2019, Parnaíba 
Contestação de cobrança indevida," Ao consultar o aplicativo Serasa Score em 10/11/19, observei a existência de uma divida em aberto com a empresa Claro ... ",Não respondida,11/11/2019, São Paulo 
Cobrança de serviço cancelado," No sábado, após esperar 50 minutos para ser atendido na loja da Claro do Shopping Morumbi e depois de 50 minutos de at... ",Não respondida,11/11/2019, São Paulo 
Indisponibilidade diária de sinal de internet.," Prezados (a), boa tarde! frequentemente entro em contato com o atendimento da Claro/NET, para verificação do ""sin... ",Não respondida,11/11/2019, São José dos Campos 
Pagamento realizado duas vezes," No dia 08/11 foi realizado o debito automatico da minha conta, mas também acabei realizando o pagamento do boleto no m... ",Não respondida,11/11/2019, São Paulo 
Tarifação indevida," No dia 01-11-2019 fui tarifado em um pacote diário de Internet, mas eu estava usando o Wifi da minha residência e com ... ",Não respondida,11/11/2019, São Gonçalo 
Mudança de plano sem minha autorização, A claro mudou meu plano de dados sem meu consentimento, dobrando o valor da minha cobrança,nodiaseguinteamigração...,Não respondida
Mudança de plano e aumento de valor sem o consentimento do cliente.," Há pouco mais de dois anos habilitei meu telefone pela Claro juntamente com o meu plano de tv. Este ano, quando chegou... ",Não respondida,11/11/2019, Canoas 
Cancelaram minha linha, Bom dia! Cancelaram o número do meu telefone que tenho há mais de 12 anos. Entrei em contato com a Claro pra pegar meu... ,Não respondida,11/11/2019, Rio de Janeiro 
Cancelaram minha linha, Bom dia! Cancelaram o número do meu telefone que tenho há mais de 12 anos. Entrei em contato com a Claro pra pegar meu... ,Não respondida,11/11/2019, Rio de Janeiro 
Telemarketing irritante, Tenho recebido inúmeras ligações diárias do telemarketing da Claro insistindo para a mudança de plano. Ora somente uma... ,Não respondida,11/11/2019, Nova Iguaçu 
Pagar por serviço não executado," Tenho (ou tinha) uma linha telefônica da claro, junto a um combo da NET. Pedi o cancelamento da linha celular da Claro... ",Não respondida,11/11/2019, São Bernardo do Campo 
Sem internet por diversas vezes, Estou já dois meses com internet fibra em casa e já estou muito insatisfeita. Pois cai demais E desconfugurada também.... ,Não respondida,11/11/2019, Brasília 
SERVIÇO PORCARIA," Apenas 7 dias que migrei de uma operadora para Claro telefonia celular, apos insistência pois como já tenho TV e inter... ",Não respondida,11/11/2019, Curitiba 
Claro Propaganda enganosa," Estou muito insatisfeito com a operadora claro , fiz uma recarga dia 4 mais ou menos as 20hrs e quando foi dia 10 as 0... ",Não respondida,11/11/2019, Trindade 
Cobrança indevida, Bom dia. Meu plano foi alterado sem o meu consentimento. Liguei no 1052 e me informaram que não tem o que fazer. Como ... ,Não respondida,11/11/2019, Sumaré 
Mudaram o plano e a qualidade caiu," me ligaram, cordialmente, para que meu plano fosse alterado de 4 giga para 5 giga, com acréscimo na minha mensalidade.... ",Não respondida,11/11/2019, Campo Grande 
cancelamento de linha," TENHO CHIP DA CLARO A MAIS DE 20 ANOS E CANCELARAM MINHA A LINHA POR FALTA DE RECARGA,ACONTECE QUE POR FALTA DE ESPAÇO... ",Não respondida,11/11/2019, São Paulo 
